This file was generated using SpermQ_Evaluator, a java application by Jan Niklas Hansen (© 2017 - 2020) (for credits see: https://github.com/IIIImaging/SpermQ_Evaluator).
Date of processing:	2021-02-15	21:11:42

This file contains the kymograph results for the parameter cAng_f:
primary frequency	Results Median:
arc length	Rabbit delta 78 heterozygote014_SpQP_spq_210215_204725
0.000000	88.998734
0.550000	88.998734
1.100000	88.998734
1.650000	88.998734
2.200000	88.998734
2.750000	88.998734
3.300000	88.998734
3.850000	88.998734
4.400000	33.000092
4.950000	33.000092
5.500000	33.000092
6.050000	33.000092
6.600000	33.000092
7.150000	33.000092
7.700000	33.000092
8.250000	33.000092
8.800000	33.000092
9.350000	27.998749
9.900000	27.998749
10.450000	42.000687
11.000000	42.999741
11.550000	42.999741
12.100000	42.999741
12.650000	42.999741
13.200000	42.999741
13.750000	36.000290
14.300000	23.000443
14.850000	23.000443
15.400000	32.001038
15.950000	32.001038
16.500000	32.001038
17.050000	90.999878
17.600000	90.999878
18.150000	90.999878
18.700000	90.999878
19.250000	90.999878
19.800000	88.998734
20.350000	72.998688
20.900000	65.000183
21.450000	7.999451
22.000000	7.999451
22.550000	7.999451
23.100000	20.999298
23.650000	20.999298
24.200000	20.999298
24.750000	3.001144
25.300000	3.001144
25.850000	3.001144
26.400000	3.001144
26.950000	3.001144
27.500000	3.001144
28.050000	3.001144
28.600000	10.999649
29.150000	54.001480
29.700000	54.001480
30.250000	54.001480
30.800000	54.001480
31.350000	54.001480
31.900000	54.001480
32.450000	54.001480
33.000000	54.001480
33.550000	54.001480
34.100000	54.001480
34.650000	54.001480
35.200000	54.001480
35.750000	54.001480
36.300000	54.001480
36.850000	54.001480
37.400000	21.999870
37.950000	20.000244
38.500000	20.000244
39.050000	19.001190
39.600000	19.001190
40.150000	19.001190
40.700000	19.001190
41.250000	19.001190
41.800000	19.001190
42.350000	13.999847
42.900000	7.000397
43.450000	7.000397
44.000000	7.000397
44.550000	7.000397
45.100000	7.000397
45.650000	7.000397
46.200000	7.000397
46.750000	7.000397
47.300000	7.000397
47.850000	7.000397
48.400000	7.999451
48.950000	7.999451
49.500000	7.999451
50.050000	7.999451
50.600000	7.999451
51.150000	7.999451
51.700000	7.999451
52.250000	7.999451
52.800000	7.999451
53.350000	7.999451
53.900000	7.999451
54.450000	7.999451
55.000000	7.999451
55.550000	7.999451
56.100000	7.999451
56.650000	7.999451
57.200000	8.998505
57.750000	22.001389
58.300000	22.001389
58.850000	22.001389
59.400000	22.001389
59.950000	26.999695
60.500000	22.001389
61.050000	20.000244
61.600000	20.000244
62.150000	20.000244
62.700000	7.999451
63.250000	7.999451
63.800000	7.999451
64.350000	7.999451
64.900000	7.999451
65.450000	7.999451
66.000000	7.999451
66.550000	10.000595
67.100000	7.999451
67.650000	7.999451
68.200000	13.000793
68.750000	22.001389
69.300000	22.001389
69.850000	22.001389
70.400000	22.001389
70.950000	22.001389
71.500000	22.001389
72.050000	22.001389
72.600000	22.001389
73.150000	16.000992
73.700000	13.999847
74.250000	13.999847
74.800000	10.000595
75.350000	10.000595
75.900000	10.000595
76.450000	10.000595
77.000000	10.000595
77.550000	13.999847
78.100000	13.999847
78.650000	13.999847
79.200000	13.999847
79.750000	13.999847
80.300000	13.999847
80.850000	13.999847
81.400000	13.999847
81.950000	11.998703
82.500000	11.998703
83.050000	11.998703
83.600000	13.000793
84.150000	33.000092
84.700000	31.000465
85.250000	33.000092
85.800000	29.000839
86.350000	29.000839
86.900000	29.000839
87.450000	29.000839
88.000000	29.000839
88.550000	29.000839
89.100000	29.000839
89.650000	29.000839
90.200000	29.000839
90.750000	29.000839
91.300000	13.000793
91.850000	8.998505
92.400000	8.998505
92.950000	8.998505
93.500000	8.998505
94.050000	8.998505
94.600000	8.998505
95.150000	8.998505
95.700000	8.998505
96.250000	8.998505
96.800000	8.998505
97.350000	8.998505
97.900000	8.998505
98.450000	8.998505
99.000000	8.998505
99.550000	16.000992
100.100000	16.000992
100.650000	16.000992
101.200000	16.000992
101.750000	14.998901
102.300000	14.998901
102.850000	8.998505
103.400000	8.998505
103.950000	8.998505
104.500000	19.001190
105.050000	13.999847
105.600000	8.998505
106.150000	4.999252
106.700000	4.999252
107.250000	4.999252
107.800000	4.999252
108.350000	4.999252
108.900000	4.999252
109.450000	4.999252
110.000000	4.999252
110.550000	4.999252
