This file was generated using SpermQ_Evaluator, a java application by Jan Niklas Hansen (© 2017 - 2020) (for credits see: https://github.com/IIIImaging/SpermQ_Evaluator).
Date of processing:	2021-02-15	21:11:42

This file contains the kymograph results for the parameter X_f:
primary frequency	Results Median:
arc length	Rabbit delta 78 heterozygote014_SpQP_spq_210215_204725
0.000000	36.999344
0.550000	24.998550
1.100000	13.000793
1.650000	13.000793
2.200000	13.000793
2.750000	13.000793
3.300000	13.000793
3.850000	13.000793
4.400000	17.000046
4.950000	17.000046
5.500000	17.000046
6.050000	17.000046
6.600000	17.000046
7.150000	17.000046
7.700000	13.000793
8.250000	13.000793
8.800000	13.000793
9.350000	13.000793
9.900000	13.000793
10.450000	13.000793
11.000000	13.000793
11.550000	13.000793
12.100000	13.000793
12.650000	13.000793
13.200000	13.000793
13.750000	13.999847
14.300000	13.999847
14.850000	13.999847
15.400000	13.999847
15.950000	13.999847
16.500000	13.999847
17.050000	13.999847
17.600000	13.999847
18.150000	13.999847
18.700000	13.999847
19.250000	13.999847
19.800000	13.999847
20.350000	13.999847
20.900000	13.999847
21.450000	13.999847
22.000000	13.999847
22.550000	13.999847
23.100000	13.999847
23.650000	13.999847
24.200000	13.999847
24.750000	13.999847
25.300000	13.999847
25.850000	13.999847
26.400000	13.999847
26.950000	13.999847
27.500000	13.999847
28.050000	13.999847
28.600000	24.998550
29.150000	24.998550
29.700000	13.999847
30.250000	13.999847
30.800000	13.999847
31.350000	13.999847
31.900000	13.999847
32.450000	24.998550
33.000000	24.998550
33.550000	24.998550
34.100000	24.998550
34.650000	24.998550
35.200000	24.998550
35.750000	24.998550
36.300000	24.998550
36.850000	24.998550
37.400000	24.998550
37.950000	24.998550
38.500000	24.998550
39.050000	24.998550
39.600000	24.998550
40.150000	24.998550
40.700000	24.998550
41.250000	24.998550
41.800000	24.998550
42.350000	24.998550
42.900000	24.998550
43.450000	24.998550
44.000000	24.998550
44.550000	24.998550
45.100000	24.998550
45.650000	24.998550
46.200000	24.998550
46.750000	24.998550
47.300000	24.998550
47.850000	24.998550
48.400000	24.998550
48.950000	24.998550
49.500000	24.998550
50.050000	24.998550
50.600000	24.998550
51.150000	24.998550
51.700000	24.998550
52.250000	24.998550
52.800000	24.998550
53.350000	24.998550
53.900000	24.998550
54.450000	24.998550
55.000000	24.998550
55.550000	24.998550
56.100000	24.998550
56.650000	24.998550
57.200000	24.998550
57.750000	24.998550
58.300000	24.998550
58.850000	24.998550
59.400000	24.998550
59.950000	24.998550
60.500000	24.998550
61.050000	24.998550
61.600000	24.998550
62.150000	24.998550
62.700000	24.998550
63.250000	24.998550
63.800000	24.998550
64.350000	24.998550
64.900000	24.998550
65.450000	24.998550
66.000000	24.998550
66.550000	24.998550
67.100000	24.998550
67.650000	24.998550
68.200000	24.998550
68.750000	24.998550
69.300000	24.998550
69.850000	24.998550
70.400000	24.998550
70.950000	24.998550
71.500000	24.998550
72.050000	24.998550
72.600000	24.998550
73.150000	24.998550
73.700000	24.998550
74.250000	24.998550
74.800000	24.998550
75.350000	24.998550
75.900000	24.998550
76.450000	24.998550
77.000000	24.998550
77.550000	24.998550
78.100000	24.998550
78.650000	24.998550
79.200000	24.998550
79.750000	24.998550
80.300000	24.998550
80.850000	24.998550
81.400000	24.998550
81.950000	24.998550
82.500000	24.998550
83.050000	24.998550
83.600000	24.998550
84.150000	24.998550
84.700000	24.998550
85.250000	24.998550
85.800000	24.998550
86.350000	10.999649
86.900000	10.999649
87.450000	10.999649
88.000000	10.999649
88.550000	10.999649
89.100000	10.999649
89.650000	10.999649
90.200000	10.999649
90.750000	10.999649
91.300000	10.999649
91.850000	10.999649
92.400000	10.999649
92.950000	10.999649
93.500000	10.999649
94.050000	10.999649
94.600000	10.999649
95.150000	10.999649
95.700000	10.999649
96.250000	10.999649
96.800000	10.999649
97.350000	10.999649
97.900000	10.999649
98.450000	10.999649
99.000000	10.999649
99.550000	10.999649
100.100000	10.999649
100.650000	10.999649
101.200000	10.999649
101.750000	10.999649
102.300000	7.000397
102.850000	3.001144
103.400000	3.001144
103.950000	3.001144
104.500000	3.001144
105.050000	3.001144
105.600000	3.001144
106.150000	3.001144
106.700000	3.001144
107.250000	3.001144
107.800000	3.001144
108.350000	3.001144
108.900000	3.001144
109.450000	3.001144
110.000000	3.001144
110.550000	3.001144
