This file was generated using SpermQ_Evaluator, a java application by Jan Niklas Hansen (© 2017 - 2020) (for credits see: https://github.com/IIIImaging/SpermQ_Evaluator).
Date of processing:	2021-02-15	21:11:42

This file contains the kymograph results for the parameter X_f:
secondary frequency	Results Maximum:
arc length	Rabbit delta 78 heterozygote014_SpQP_spq_210215_204725
0.000000	65.999237
0.550000	77.498985
1.100000	97.999329
1.650000	97.999329
2.200000	97.999329
2.750000	97.999329
3.300000	97.999329
3.850000	97.999329
4.400000	97.999329
4.950000	97.999329
5.500000	97.999329
6.050000	97.999329
6.600000	97.999329
7.150000	97.999329
7.700000	97.999329
8.250000	90.000824
8.800000	90.000824
9.350000	90.000824
9.900000	90.000824
10.450000	90.000824
11.000000	90.000824
11.550000	90.000824
12.100000	90.000824
12.650000	90.000824
13.200000	90.000824
13.750000	90.000824
14.300000	90.000824
14.850000	90.000824
15.400000	97.999329
15.950000	97.999329
16.500000	97.999329
17.050000	97.999329
17.600000	97.999329
18.150000	97.999329
18.700000	97.999329
19.250000	97.999329
19.800000	97.999329
20.350000	97.999329
20.900000	97.999329
21.450000	97.999329
22.000000	97.999329
22.550000	97.999329
23.100000	97.999329
23.650000	97.999329
24.200000	97.999329
24.750000	97.999329
25.300000	97.999329
25.850000	97.999329
26.400000	97.999329
26.950000	97.999329
27.500000	97.999329
28.050000	97.999329
28.600000	97.999329
29.150000	97.999329
29.700000	97.999329
30.250000	97.999329
30.800000	97.999329
31.350000	97.999329
31.900000	97.999329
32.450000	97.999329
33.000000	97.999329
33.550000	97.999329
34.100000	97.999329
34.650000	97.999329
35.200000	97.999329
35.750000	97.999329
36.300000	97.999329
36.850000	97.999329
37.400000	97.999329
37.950000	97.999329
38.500000	100.000473
39.050000	100.000473
39.600000	100.000473
40.150000	100.000473
40.700000	100.000473
41.250000	100.000473
41.800000	100.000473
42.350000	100.000473
42.900000	100.000473
43.450000	100.000473
44.000000	100.000473
44.550000	100.000473
45.100000	100.000473
45.650000	100.000473
46.200000	100.000473
46.750000	100.000473
47.300000	100.000473
47.850000	100.000473
48.400000	100.000473
48.950000	100.000473
49.500000	100.000473
50.050000	100.000473
50.600000	100.000473
51.150000	100.000473
51.700000	100.000473
52.250000	100.000473
52.800000	100.000473
53.350000	100.000473
53.900000	100.000473
54.450000	100.000473
55.000000	100.000473
55.550000	100.000473
56.100000	100.000473
56.650000	100.000473
57.200000	100.000473
57.750000	100.000473
58.300000	100.000473
58.850000	100.000473
59.400000	100.000473
59.950000	100.000473
60.500000	100.000473
61.050000	100.000473
61.600000	100.000473
62.150000	100.000473
62.700000	100.000473
63.250000	100.000473
63.800000	100.000473
64.350000	87.999680
64.900000	87.999680
65.450000	87.999680
66.000000	87.999680
66.550000	87.999680
67.100000	87.999680
67.650000	100.000473
68.200000	100.000473
68.750000	100.000473
69.300000	96.001221
69.850000	87.999680
70.400000	87.999680
70.950000	87.999680
71.500000	87.999680
72.050000	87.999680
72.600000	87.999680
73.150000	87.999680
73.700000	87.999680
74.250000	58.999786
74.800000	58.999786
75.350000	58.999786
75.900000	58.999786
76.450000	58.999786
77.000000	58.999786
77.550000	58.999786
78.100000	58.999786
78.650000	58.999786
79.200000	58.999786
79.750000	58.999786
80.300000	58.999786
80.850000	39.000488
81.400000	39.000488
81.950000	39.000488
82.500000	39.000488
83.050000	39.000488
83.600000	39.000488
84.150000	39.000488
84.700000	24.998550
85.250000	24.998550
85.800000	24.998550
86.350000	24.998550
86.900000	24.998550
87.450000	24.998550
88.000000	24.998550
88.550000	24.998550
89.100000	24.998550
89.650000	24.998550
90.200000	39.000488
90.750000	39.000488
91.300000	39.000488
91.850000	39.000488
92.400000	39.000488
92.950000	39.000488
93.500000	24.998550
94.050000	24.998550
94.600000	24.998550
95.150000	24.998550
95.700000	24.998550
96.250000	24.998550
96.800000	24.998550
97.350000	24.998550
97.900000	24.998550
98.450000	24.998550
99.000000	26.000641
99.550000	26.000641
100.100000	26.000641
100.650000	26.000641
101.200000	26.000641
101.750000	26.000641
102.300000	26.000641
102.850000	26.000641
103.400000	24.998550
103.950000	26.000641
104.500000	26.000641
105.050000	11.998703
105.600000	10.999649
106.150000	10.999649
106.700000	10.999649
107.250000	10.999649
107.800000	40.998596
108.350000	40.998596
108.900000	40.998596
109.450000	40.998596
110.000000	40.998596
110.550000	40.998596
