Frequencies for trace parameter:	Th2D
Analyzed image:	\Rabbit delta 78 heterozygote022_SpQP_spq_210215_210348_f.tif

t [frame]	Primary freq.	Amplitude of primary freq. peak in FFT	Secondary freq.	Amplitude of secondary freq. peak in FFT	COM freq.
113-313	9.0	2050.7661223922955	6.0	1245.3374603941918	17.558804706546628
114-314	9.0	2015.386091826303	6.0	1275.5715334154797	17.460769357822596
115-315	9.0	2002.8535303260155	6.0	1286.8388006934651	17.503578634661718
116-316	9.0	2011.1630720356745	6.0	1278.7358738978326	17.49700033317678
117-317	9.0	2014.0673194353535	6.0	1277.6346255951744	17.536844193620297
118-318	9.0	1997.6969839515898	6.0	1315.1092510050898	17.340303431618903
119-319	9.0	2059.5061373743774	6.0	1209.3107938955172	17.828296691723956
120-320	9.0	2137.0044286964676	6.0	995.5053294802455	17.26088692817012
121-321	9.0	2157.491155543782	6.0	919.2155206784513	16.844668865306936
122-322	9.0	2156.145824398487	6.0	904.3117172322817	16.84435554193442
123-323	9.0	2140.1305027313206	6.0	892.8502064613214	16.789066773354378
124-324	9.0	2179.957124619075	6.0	885.3429933703836	17.217774567005
125-325	9.0	2174.251676642367	6.0	874.9233387152798	17.106211049456427
126-326	9.0	2061.746311159743	6.0	919.2622805773351	16.76155088245074
127-327	9.0	2039.1218022789328	6.0	935.2810462490221	16.718322680205603
128-328	9.0	2056.6562540260893	6.0	920.4387989707126	16.737156513853325
129-329	9.0	2049.339304127599	6.0	928.1009248550241	16.725805141990033
130-330	9.0	2070.2288713817775	6.0	905.2250606734355	16.772573047818984
131-331	9.0	2088.1168339477995	6.0	874.999558023076	16.748102222639424
132-332	9.0	2100.692837460211	3.0	844.4570584396608	16.80747340054691
133-333	9.0	2104.6155611073536	3.0	822.8610822253944	16.83456715519547
134-334	9.0	2095.687876374441	3.0	806.423375491911	16.831244509345787
135-335	9.0	2072.088691521836	3.0	796.5746494397127	16.883461187392797
136-336	9.0	2037.77744664574	3.0	794.8545253565293	16.84285858828895
137-337	9.0	2002.1869107857774	3.0	800.0604859845703	16.842104926806403
138-338	9.0	1966.6645125283937	5.0	670.9693685263877	16.880906852663287
139-339	9.0	1940.6554212038486	5.0	679.4222339300295	16.798903976951916
140-340	9.0	1922.4226183976766	5.0	688.9212283615925	16.80677094053353
141-341	9.0	1922.4754863742246	5.0	690.6015284401835	16.79946387411839
142-342	9.0	1921.7896452342306	5.0	698.3567459709454	16.782125609316193
143-343	9.0	1927.7263874477221	5.0	720.054356650385	17.224626389115283
144-344	9.0	1950.9742787565633	29.0	712.1077495870629	16.5265472832502
145-345	9.0	1923.4450007617	13.0	698.817827065447	16.034949169981395
146-346	9.0	1938.259563317806	13.0	733.1980644856523	14.74148167791211
147-347	9.0	1856.6375802686023	14.0	783.7254291139502	14.843438857844953
148-348	9.0	1847.612306487523	14.0	807.609098491002	14.192293745029986
149-349	9.0	1793.689734331544	15.0	799.9893095056956	14.358759432058026
150-350	9.0	1902.3483066128792	14.0	890.6007365667598	12.96371188805815
151-351	9.0	1789.3495822384634	15.0	798.1077647842072	14.36512557578284
152-352	8.0	1827.5067748964602	15.0	465.2509090023732	15.81558675057042
153-353	8.0	1911.6034996525416	15.0	365.8043660532401	12.86143494748456
154-354	8.0	1886.5451532166871	15.0	399.80208686698893	13.242667522566292
155-355	8.0	1867.8966192073253	15.0	428.4451427428591	13.674120591391656
156-356	8.0	1855.6735618205194	15.0	451.3306034686551	14.058086424274569
157-357	8.0	1857.6970547686653	15.0	455.5624652761906	14.284040452129627
158-358	8.0	1873.2972490491607	15.0	441.57378275703417	14.05533639581288
159-359	8.0	1904.98255742789	15.0	406.9027889935477	14.297454654376994
160-360	8.0	1943.5111550614386	3.0	398.8170434760585	14.095066076224711
161-361	8.0	1980.0495464985017	3.0	438.4910495394441	13.497097074716299
162-362	8.0	2005.6883000289633	3.0	464.0750925435383	13.050107340645788
163-363	8.0	2042.347663556711	3.0	500.82177567486724	11.513053140215575
164-364	8.0	2030.8654832765799	3.0	489.6290835603259	12.26922135941129
165-365	8.0	1996.1176326680034	3.0	451.1090633914959	13.190513897829875
166-366	8.0	1960.2218463181698	3.0	403.82808909376575	13.26863119006253
167-367	8.0	1951.521080449917	3.0	412.04117672201244	14.463030645252722
168-368	8.0	1922.7888305916829	3.0	365.85694221249616	14.840277061773271
169-369	8.0	1938.8882269114652	3.0	302.8068631968413	14.432806310251543
170-370	8.0	1968.1301622867863	3.0	297.1264680109317	14.80646120006932
171-371	8.0	1903.7915893848126	3.0	301.8784651550791	15.672685456675135
172-372	8.0	1858.772599705128	3.0	303.6228710826	15.508416807482691
173-373	8.0	1967.151129371315	3.0	303.2680262572928	16.10212358099002
174-374	8.0	1946.4294823429086	3.0	301.2123150617956	16.58501207118473
175-375	8.0	1892.7929753541805	3.0	290.75656122207	13.735108889084277
176-376	8.0	1866.4939664084557	3.0	286.93821222640076	14.416089420700544
177-377	8.0	1829.6240754054827	3.0	281.6582414031736	14.472961463356976
178-378	8.0	1804.7081721099394	3.0	278.7174822803961	13.503278409906859
179-379	8.0	1793.2040870332105	16.0	176.1106079755088	15.35839293825664
180-380	8.0	1783.9513186350982	16.0	179.5318793448156	16.4445644126981
181-381	8.0	1794.2069016277717	4.0	282.7042961929829	13.263259318668382
182-382	8.0	1812.5986950250865	4.0	326.0918919038395	12.699139286451027
183-383	8.0	1829.0653689694543	4.0	354.6838696470705	13.461835637871543
184-384	8.0	1876.2571542146425	4.0	411.36253644775485	11.93713528008139
185-385	8.0	1903.0176758938728	4.0	438.56401251539336	11.418194678436784
186-386	8.0	1906.709563207172	4.0	442.205196339238	11.596353575578394
187-387	8.0	1924.8733196009084	4.0	458.7051532239618	11.613202139741638
188-388	8.0	1923.329474376386	4.0	457.5539064587616	11.145618708742301
189-389	8.0	1899.2710327272111	4.0	434.0249153919554	11.500062843382798
190-390	8.0	1885.3039026945517	4.0	420.09165089162997	12.540939941875841
191-391	8.0	1867.5932322500469	5.0	402.96407373422954	12.902121563749864
192-392	8.0	1860.4337596696878	17.0	294.8203682445633	12.551184187981995
193-393	8.0	1863.7141234650528	17.0	294.6378547758489	12.186048578888961
194-394	8.0	1876.955758317832	17.0	278.51773446578716	12.287512955275615
195-395	8.0	1895.9369439095085	3.0	436.3566782677924	11.545952985396577
196-396	8.0	1943.0126155593293	3.0	486.7398947522706	13.317742066763824
197-397	8.0	1941.7104984952523	3.0	483.4164064120195	14.108241236027345
198-398	8.0	1882.1046140570095	17.0	254.75598972761	11.299876649926778
199-399	8.0	1852.0581670518693	17.0	263.9307509591838	12.145542735871743
200-400	8.0	1815.8186598757197	17.0	260.6160423778167	13.10939312195627

Datafile was generated by 'SpermQ_', (© 2016 - 2021: Jan N Hansen (jan.hansen@uni-bonn.de.de) & Jan F Jikeli (jan.jikeli@caesar.de))
The plug-in 'SpermQ_' is distributed in the hope that it will be useful, but WITHOUT ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.
Skeleton results are generated using the ImageJ plug-ins 'skeletonize' and 'analyze skeleton' by: Ignacio Arganda-Carreras, Rodrigo Fernandez-Gonzalez, Arrate Munoz-Barrutia, Carlos Ortiz-De-Solorzano, '3D reconstruction of histological sections: Application to mammary gland tissue', Microscopy Research and Technique, Volume 73, Issue 11, pages 1019-1029, October 2010.
Plug-in version:	v0.2.2
