Frequencies for trace parameter:	HRMaxPos
Analyzed image:	\Rabbit delta 78 heterozygote022_SpQP_spq_210215_210348_f.tif

t [frame]	Primary freq.	Amplitude of primary freq. peak in FFT	Secondary freq.	Amplitude of secondary freq. peak in FFT	COM freq.
37-237	6.0	72.50878636314316	3.0	54.21009361045322	32.18293613461691
38-238	6.0	72.76466247358672	3.0	54.48119009701518	32.12708372938956
39-239	6.0	70.78535232386918	3.0	52.32840883355024	32.243049721235884
40-240	6.0	69.61117227869859	3.0	50.792950869341915	32.125814988475064
41-241	6.0	68.95481645237338	3.0	49.8043874974348	32.10734672548846
42-242	6.0	68.37889971928007	3.0	48.44342922341214	32.102376122894825
43-243	6.0	68.2785532490829	3.0	47.824750890672924	31.998171794864696
44-244	6.0	68.19002760449413	3.0	47.212596979317006	31.95596785250918
45-245	6.0	68.56996192702495	4.0	46.94222389977766	31.977812066908367
46-246	6.0	68.6188643415981	4.0	46.95359837823554	31.927548885868106
47-247	6.0	67.10408683606589	3.0	47.52242560180065	32.06445028021716
48-248	6.0	65.9766928972521	17.0	48.911552109896355	31.898717482357153
49-249	6.0	65.52639693483037	17.0	49.359999902040826	32.081580780673924
50-250	6.0	64.51058843280704	17.0	49.539420404055655	31.98227069294835
51-251	6.0	62.647172856997464	3.0	49.05366235760811	31.838529037086023
52-252	6.0	61.55172934856402	3.0	49.19082315866922	31.819420361904644
53-253	6.0	61.00453844863282	3.0	49.22988993472793	31.808523953415552
54-254	6.0	59.67788950955823	3.0	49.25078024453287	31.791315985886104
55-255	6.0	58.46451559674642	3.0	49.154611870999446	31.792587649167004
56-256	6.0	56.78345454045254	3.0	48.8738831335722	31.72182707890237
57-257	6.0	55.93540478605324	3.0	48.61928933641576	31.64232114763687
58-258	6.0	55.77095126084873	3.0	48.840086969791976	32.11159218291079
59-259	6.0	55.21477331438835	3.0	48.57698606977272	31.902887278024895
60-260	6.0	55.05066955402021	17.0	49.45850230559743	31.58818299452436
61-261	6.0	55.478065811799844	17.0	50.51797532005457	31.475299707029645
62-262	6.0	55.81068807821237	17.0	50.660534839783544	31.497477522406555
63-263	6.0	56.0861018200581	17.0	50.583964692367275	31.43295175702757
64-264	6.0	54.91243708740479	17.0	51.57535311254926	31.63863443605229
65-265	6.0	55.26548769476989	17.0	51.193598309729204	31.54902051487975
66-266	6.0	55.080223974515874	17.0	51.578787478144015	31.534258331958497
67-267	6.0	56.08830167624573	17.0	50.57421174825331	31.571639691452898
68-268	6.0	57.99691287906217	32.0	51.293089832231665	31.625023273351438
69-269	6.0	58.82084242401416	32.0	51.30673871042115	31.467729080598232
70-270	6.0	60.374293971465335	17.0	51.76577024979335	31.635653586716543
71-271	6.0	62.06607452845852	17.0	53.65506408381445	31.484768658594426
72-272	6.0	63.12283217316237	17.0	54.8272811321374	31.497728377780206
73-273	6.0	63.48277076582093	17.0	55.126762129267576	31.427369116737268
74-274	6.0	63.89606917536633	17.0	55.53021364071919	31.778055860210642
75-275	6.0	64.60177783874953	2.0	56.50559097565083	31.490122128971404
76-276	6.0	65.00621798663576	2.0	58.89519651564735	31.358180309657065
77-277	6.0	65.09348379965071	2.0	60.20953869027991	31.298750035182305
78-278	6.0	65.0382793635019	2.0	61.24898609800434	31.37897906169364
79-279	6.0	64.6144427047356	2.0	62.5036685275613	31.32435045474723
80-280	2.0	64.20925341846772	6.0	63.68426898831414	31.285597588065038
81-281	2.0	65.16152443586412	6.0	63.021083931413955	31.27057731924455
82-282	2.0	66.31292259809298	6.0	62.02170175567656	31.231776252543547
83-283	2.0	67.87222423558173	6.0	60.41649755028465	31.277199405740177
84-284	2.0	69.16269565324271	6.0	58.89833009436545	31.168924389196334
85-285	2.0	69.98840735063524	6.0	57.815698213029435	31.236254378494824
86-286	2.0	70.98441002028811	6.0	56.438573391458576	31.182222526371362
87-287	2.0	72.48679627053389	6.0	54.27445446478564	31.02325790008093
88-288	2.0	73.76828386895421	17.0	52.50402462754164	30.97225985882991
89-289	2.0	74.60248359004034	7.0	51.80909645459977	30.971797705794064
90-290	2.0	73.95120887273774	6.0	52.158529309019414	30.916033756995105
91-291	2.0	74.53200557152861	17.0	51.575079463698145	30.974954596221426
92-292	2.0	75.91021900853255	17.0	51.46073745367662	31.081886173648485
93-293	2.0	76.29059195091713	32.0	52.15303756384182	31.09556512687755
94-294	2.0	76.72543670194047	17.0	52.990703103188174	30.969725685185754
95-295	2.0	77.3066282118705	17.0	54.51782562313339	30.946205514623145
96-296	2.0	77.54365152060069	17.0	54.98657972035491	30.931696819343955
97-297	2.0	77.4919387445541	17.0	55.07819856375458	30.800306886705005
98-298	2.0	77.63389523862368	17.0	54.72460088697881	30.94347311360897
99-299	2.0	77.78445001043269	17.0	54.29413777987044	30.788233075855356
100-300	2.0	78.00337327214228	6.0	53.60651292648797	30.9813364393814
101-301	2.0	78.1721267069887	6.0	56.04160582863403	30.73154552716237
102-302	2.0	78.25161331717575	6.0	58.23692740901571	30.873133589964777
103-303	2.0	78.23680178584615	6.0	59.31774326026635	30.807831627305106
104-304	2.0	78.17091666778332	6.0	60.603308658886704	30.762765477071035
105-305	2.0	78.27690328022999	6.0	61.08660211697171	31.29669360556325
106-306	2.0	78.14469163075388	6.0	62.57786209460081	31.422414171864418
107-307	2.0	77.56977443576065	6.0	64.11094409890993	30.706858243326675
108-308	2.0	77.73915782535167	6.0	63.66188207553547	30.74150729338171
109-309	2.0	77.55330423006083	6.0	63.75370944473982	30.720944052062737
110-310	2.0	77.06330676105522	6.0	63.87525626747198	30.741860148205763
111-311	2.0	76.74684058614952	6.0	63.858480488147904	30.856241441294152
112-312	2.0	76.85668866380374	6.0	63.879862025325615	30.82014113143038
113-313	2.0	76.93111021554957	6.0	64.11331761907985	30.689029645303116
114-314	2.0	76.06926962889625	6.0	63.309970610549115	30.681838208686507
115-315	2.0	75.25073890900802	6.0	62.32169745186539	30.700990548057668
116-316	2.0	74.55268669593784	6.0	61.409438669746564	30.64845560481194
117-317	2.0	73.39441434456232	6.0	59.83338250522348	30.56481422506709
118-318	2.0	74.67138406609972	6.0	61.51490677641128	30.088519119986177
119-319	2.0	72.20742457934838	6.0	58.232024370804425	31.013823308483726
120-320	2.0	64.80714227599745	17.0	56.24582226914687	30.67778122863301
121-321	2.0	61.89143860006789	17.0	56.578928191571244	29.94625461226753
122-322	2.0	61.462375683324666	17.0	56.3791416872577	29.936532803761747
123-323	2.0	61.69565812001508	17.0	56.59156659146368	29.979968662066643
124-324	2.0	61.98146255759514	17.0	56.755954754007014	30.434111527445783
125-325	2.0	59.3659511906428	9.0	55.50422599014909	30.53832735666572
126-326	4.0	57.24817387542817	2.0	56.41177667528282	29.840205823045473
127-327	4.0	59.06674015857445	2.0	54.12609439515142	29.80344420747814
128-328	4.0	59.71279107281825	17.0	53.25174693048378	29.77340123749397
129-329	4.0	59.93634794450448	17.0	53.35797467649086	29.854790099101912
130-330	4.0	60.82722628311956	17.0	54.97367615680204	29.64202444525059
131-331	4.0	61.12561054945856	17.0	55.65229370063161	29.70512160335293
132-332	4.0	61.60260483164321	17.0	56.42715541465977	29.806365059929945
133-333	4.0	62.07180591718356	17.0	56.23105860000237	29.581925326791993
134-334	4.0	62.26048460663528	17.0	55.296705853316865	29.570883825420744
135-335	4.0	62.28596016817185	17.0	53.83243731757613	29.479750229139267
136-336	4.0	62.11371435358954	17.0	52.26034123977193	29.376445274809136
137-337	4.0	61.92299262112898	6.0	55.13987990251278	29.430485944205934
138-338	4.0	61.55835327178458	6.0	56.19231446036112	29.33221081744404
139-339	4.0	61.3531873320723	6.0	56.55072572039861	29.274181446568377
140-340	4.0	60.832896483639125	6.0	57.096001704222225	29.31902196902938
141-341	4.0	59.932273739933606	6.0	57.71137528833917	29.251054409059872
142-342	6.0	58.17439817698711	4.0	57.72720330825788	29.256493814331996
143-343	4.0	58.82951399695839	6.0	58.38805313813107	29.65397345079507
144-344	4.0	59.196958548800175	6.0	58.832476305216645	28.62977144984518
145-345	6.0	56.41356839650383	9.0	55.00754789002992	28.452225366671726
146-346	9.0	56.446590762924416	6.0	55.61520582961303	28.542996232418194
147-347	9.0	56.64051762197555	18.0	53.739483441916335	27.84358977822888
148-348	9.0	56.44811005584905	18.0	53.6090532858639	27.636117576026383
149-349	9.0	55.83895542269183	18.0	53.26697338724656	27.697683256923742
150-350	9.0	56.501414025883115	18.0	54.13270102383157	27.08171382297746
151-351	9.0	54.47175146303214	18.0	51.7004072423756	28.329589534307473
152-352	17.0	52.47181256070574	9.0	48.42936422821031	27.335591543172107
153-353	17.0	55.55775879416235	9.0	45.16781416598871	26.72436609892584
154-354	17.0	56.28785874990406	9.0	44.38156744294198	26.7029671682761
155-355	17.0	57.21837593766669	9.0	43.172697960825985	26.695335112566433
156-356	17.0	58.01118825166109	9.0	41.69950553310737	26.436512798144847
157-357	17.0	57.45293215919142	9.0	41.20004028696399	26.47948700205089
158-358	17.0	57.58763205535658	9.0	41.24869197588957	26.31960400895801
159-359	17.0	56.08135548465825	9.0	41.42088526789925	26.3908486268284
160-360	17.0	53.42168974472567	9.0	42.367382490780095	26.495764674564818
161-361	17.0	52.06369267928523	9.0	43.70506194836792	26.46166926315141
162-362	17.0	51.88846266024388	9.0	44.95984578126057	26.302226413635704
163-363	17.0	54.280843010535776	9.0	48.77342822637091	25.30096461958827
164-364	17.0	54.00302256759943	9.0	48.47747623569937	25.6865443396214
165-365	17.0	50.73159693672502	9.0	45.40425237698798	26.265527495557212
166-366	17.0	46.93289192911769	9.0	42.202077331371946	26.853822127023406
167-367	17.0	44.72277036311094	8.0	40.94414537883798	27.38563746217986
168-368	17.0	45.510242248048954	8.0	44.51224335245149	27.931574755594628
169-369	8.0	48.24651166583461	17.0	48.017797445765005	28.259664635237208
170-370	8.0	49.99689415489036	17.0	49.76380635885126	28.10115916833014
171-371	8.0	47.93141519873069	17.0	47.21977202418257	27.67681355482582
172-372	8.0	47.795731502616036	17.0	47.203247295306156	27.3859057663008
173-373	8.0	48.58248576477596	17.0	47.57339889442775	27.79679220125852
174-374	8.0	48.7977108279471	17.0	47.09351987373312	27.864850574211815
175-375	8.0	48.76694855317734	17.0	46.727618252910474	27.767126415521115
176-376	8.0	49.367358823863526	17.0	48.489424158196634	27.656751084288306
177-377	8.0	51.14802670239893	17.0	50.50730221323469	26.95603235023594
178-378	8.0	51.38321313620664	17.0	50.532153242924714	27.400903437698286
179-379	17.0	50.76999675916591	8.0	48.205864152705395	26.45222273583987
180-380	17.0	51.260207403510506	8.0	47.3873612724264	26.66580373055844
181-381	8.0	50.07552464448268	17.0	48.707992191827394	26.737390862113433
182-382	8.0	50.98323157598122	17.0	47.74912572052766	26.602423644213374
183-383	8.0	49.76744422590728	17.0	49.0597636328223	26.244728405724594
184-384	8.0	51.816684008009524	17.0	47.86893498218735	26.867330610853834
185-385	8.0	52.16761749567871	17.0	48.33705676890507	26.499239391215475
186-386	8.0	51.62040229423154	17.0	47.67076760927395	26.218019074366318
187-387	8.0	51.392525544716236	17.0	49.03871798617308	26.454883365153417
188-388	8.0	51.21519513746328	17.0	48.39893664284564	26.47974302730698
189-389	8.0	52.85754235237696	17.0	45.860077245114184	25.945716169241695
190-390	8.0	52.18338490498557	17.0	46.606590178205956	26.505767013963265
191-391	8.0	49.96094183447575	17.0	46.85669698131256	26.67432382233449
192-392	8.0	47.21835721153132	17.0	45.86912402452269	26.534226217434778
193-393	8.0	45.054843620481584	17.0	44.248809894258464	26.644108323730745
194-394	8.0	43.39211742688624	17.0	42.55261065300695	26.64985137187094
195-395	8.0	40.49192197683838	17.0	39.616351627975966	27.169284123168623
196-396	17.0	37.2697003695238	8.0	35.593758772136155	25.247760920967625
197-397	17.0	37.9807029766581	8.0	35.58833348205181	25.694711521560848
198-398	17.0	36.464655889853006	8.0	36.167150477484235	25.518754463250524
199-399	8.0	36.70974055053392	17.0	34.61237006744836	25.61295860989726
200-400	8.0	36.36691729204856	17.0	34.48850406351669	26.42886437436089

Datafile was generated by 'SpermQ_', (© 2016 - 2021: Jan N Hansen (jan.hansen@uni-bonn.de.de) & Jan F Jikeli (jan.jikeli@caesar.de))
The plug-in 'SpermQ_' is distributed in the hope that it will be useful, but WITHOUT ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.
Skeleton results are generated using the ImageJ plug-ins 'skeletonize' and 'analyze skeleton' by: Ignacio Arganda-Carreras, Rodrigo Fernandez-Gonzalez, Arrate Munoz-Barrutia, Carlos Ortiz-De-Solorzano, '3D reconstruction of histological sections: Application to mammary gland tissue', Microscopy Research and Technique, Volume 73, Issue 11, pages 1019-1029, October 2010.
Plug-in version:	v0.2.2
