This file was generated using SpermQ_Evaluator, a java application by Jan Niklas Hansen (© 2017 - 2020) (for credits see: https://github.com/IIIImaging/SpermQ_Evaluator).
Date of processing:	2021-02-15	21:12:38

This file contains the kymograph results for the parameter Y_f:
secondary frequency	Results Maximum:
arc length	Rabbit delta 78 heterozygote022_SpQP_spq_210215_210348
0.000000	36.000290
0.550000	36.000290
1.100000	36.000290
1.650000	32.001038
2.200000	62.999039
2.750000	68.000381
3.300000	68.000381
3.850000	68.000381
4.400000	68.000381
4.950000	68.000381
5.500000	62.999039
6.050000	62.999039
6.600000	62.999039
7.150000	62.999039
7.700000	68.999435
8.250000	68.999435
8.800000	68.999435
9.350000	68.999435
9.900000	68.999435
10.450000	68.999435
11.000000	68.999435
11.550000	68.999435
12.100000	68.999435
12.650000	68.999435
13.200000	84.000427
13.750000	84.000427
14.300000	84.000427
14.850000	84.000427
15.400000	84.000427
15.950000	69.998489
16.500000	62.999039
17.050000	62.999039
17.600000	62.999039
18.150000	62.999039
18.700000	69.998489
19.250000	69.998489
19.800000	69.998489
20.350000	69.998489
20.900000	69.998489
21.450000	69.998489
22.000000	100.000473
22.550000	100.000473
23.100000	100.000473
23.650000	100.000473
24.200000	100.000473
24.750000	100.000473
25.300000	100.000473
25.850000	100.000473
26.400000	62.999039
26.950000	62.999039
27.500000	62.999039
28.050000	62.999039
28.600000	100.000473
29.150000	100.000473
29.700000	100.000473
30.250000	100.000473
30.800000	100.000473
31.350000	100.000473
31.900000	100.000473
32.450000	17.999100
33.000000	16.000992
33.550000	16.000992
