Saving date:	2021-02-15	20:53:49	Analysis started:	2021-02-15	20:47:25
Processed image:	Rabbit delta 78 heterozygote014_SpQP.tif

SETTINGS: 
	Sample rate [Hz]:	200.000000
	Tethered sperm:	false
	xy calibration [um]:	0.550000
	TRACE GENERATION
	Selected thresholding method:	Default
	Gaussian blur for trace generation - sigma:	0.500
	Repeat gaussian blur after binarization:	true
	Blur only inside manual selection:	false
	Upscale trace (fold):	3
	Head center-of-mass added as first point of trace:	false
	Unify start points (e.g. for tethered sperm):	false
	XY PRECISION AND GAUSS FITS
	Filter out points with unaccepted normal gauss fit:	false
	Max vector length [points]:	20
	Normal vector radius [um]:	6.000000
	Exclude head points from correction / deletion (initial 0 points):	false
	Smooth normal for xy fit:	true
	SMOOTHING
	Z smoothing method:	median
	Accepted xy distance for fit-width-smoothing:	9.600000
	# points before or after individual point included in xy- and fit-width-smoothing:	15
	Maximum distance of points to find a reference vector:	6.400000
	ADDITIONAL CALCULATIONS:
	Curvature and dAngle Calcultion - distance of upstream reference point:	10.000000
	Grouped timesteps for fourier transform:	200
	Initial arclengths neglected for forier transform (µm):	0.000000
	Head rotation matrix radius (points):	10

RESULTS:
Angle Theta [°]:		2D
	0	268.188516
	1	258.490053
	2	268.587110
	3	249.031597
	4	252.659468
	5	249.473454
	6	252.287301
	7	251.410958
	8	252.939388
	9	260.889586
	10	265.968365
	11	273.448919
	12	273.871685
	13	282.341830
	14	284.386546
	15	290.214734
	16	293.119923
	17	293.422528
	18	300.711725
	19	299.600987
	20	258.517533
	21	323.562417
	22	295.936241
	23	285.398040
	24	284.183563
	25	238.616337
	26	271.538643
	27	266.184643
	28	266.652001
	29	258.334947
	30	259.229058
	31	254.203213
	32	252.793182
	33	249.975638
	34	252.716933
	35	262.383737
	36	263.304977
	37	268.070883
	38	274.469931
	39	280.057252
	40	280.694196
	41	292.901227
	42	96.875884
	43	247.977808
	44	295.639860
	45	291.775047
	46	296.275633
	47	292.378621
	48	247.688818
	49	287.298546
	50	237.393850
	51	117.129076
	52	240.297058
	53	270.165784
	54	264.196176
	55	258.417205
	56	259.036687
	57	254.049360
	58	254.611520
	59	58.800599
	60	256.076978
	61	259.353615
	62	275.381099
	63	69.445503
	64	213.296324
	65	268.088585
	66	122.626168
