Frequencies for trace parameter:	HRMaxInt
Analyzed image:	\Rabbit delta 78 heterozygote014_SpQP_spq_210215_204725_f.tif

t [frame]	Primary freq.	Amplitude of primary freq. peak in FFT	Secondary freq.	Amplitude of secondary freq. peak in FFT	COM freq.
23-223	8.0	1236.0290676350164	17.0	1230.5977244257865	16.298489673614657
24-224	14.0	1300.30129864509	8.0	1233.082716679016	15.860669429615303
25-225	14.0	1337.2516021479623	8.0	1210.6683887777822	15.74112550416729
26-226	14.0	1348.2721188747287	8.0	1192.5431086419683	16.236417346410462
27-227	15.0	1412.8992347131546	8.0	1141.382054248158	16.312426304044095
28-228	15.0	1450.8793004816584	9.0	1110.0952921500104	16.55521751804696
29-229	15.0	1437.9037642215872	9.0	1114.5231095321917	16.501387151673804
30-230	15.0	1379.6904287117725	9.0	1098.6804198844447	16.4385032184574
31-231	16.0	1387.7107241058525	9.0	1056.5150708833476	16.552198542140385
32-232	17.0	1369.4866987631735	9.0	996.3851628040467	16.430896924398155
33-233	17.0	1382.9915763144402	10.0	952.7423766992048	16.21435391739104
34-234	17.0	1347.6193277045218	12.0	1001.0219060909739	16.327134206394813
35-235	17.0	1265.7289145848256	12.0	1032.5918991288497	16.659702610092584
36-236	17.0	1136.6367331798433	12.0	1028.691155494558	16.247184608055928
37-237	14.0	1117.2355375636769	17.0	1023.8269537545945	16.40965826597824
38-238	14.0	1209.259536866525	17.0	943.3705560228603	16.34518367928717
39-239	14.0	1277.1564471276454	6.0	761.9350953594487	16.812356651382746
40-240	15.0	1374.398619915552	22.0	539.8299599101833	15.45500706653103
41-241	15.0	1401.7000325225754	22.0	596.2334345440443	15.210426459979544
42-242	15.0	1402.475566887501	22.0	615.8836262997866	15.34813909550506
43-243	15.0	1422.7131923444676	22.0	634.8458663871872	14.849795506116179
44-244	15.0	1355.6875931391544	7.0	830.6033954158951	15.857723271915797
45-245	15.0	1233.1706344639979	7.0	867.2705144722669	15.493559852169815
46-246	15.0	1157.419869499803	17.0	1132.845464545377	14.900105739046344
47-247	15.0	1044.7712460938799	17.0	1001.7770041170891	14.809668579698672
48-248	14.0	1021.1196361290755	8.0	921.3136310599075	15.136250304206724
49-249	14.0	1054.6259142590875	8.0	928.2872753768995	15.020620132993786
50-250	14.0	1130.317408086719	8.0	910.718591483016	14.243817030169005
51-251	14.0	1149.7684511582243	8.0	903.1992464871323	14.175691940600366
52-252	14.0	1146.6398669062878	8.0	935.7627196101214	13.97950966726328
53-253	14.0	1192.6350556955238	8.0	866.25949154409	14.840127862471387
54-254	15.0	1222.840506133015	9.0	771.7628108768795	14.823129029733153
55-255	15.0	1224.2491465232208	9.0	651.2218040747371	14.626386307719624
56-256	15.0	1175.514834616534	17.0	1159.218590283049	14.785480578753008
57-257	2.0	1595.8396295183343	17.0	1170.7126586557513	15.831911019187023
58-258	2.0	1496.3812601988384	17.0	1100.2329004280468	15.092120590063004
59-259	2.0	1400.2342584346925	17.0	1012.9738482390405	15.089079407297096
60-260	2.0	1306.5934774824352	17.0	894.7561909833921	16.16974246598694
61-261	2.0	1181.7391520555855	4.0	776.4790394943702	15.860973829549533
62-262	2.0	1119.6275835731956	4.0	785.7182800648017	14.566951309147473
63-263	2.0	1105.3617065532442	4.0	787.3571996449638	14.53422238168282
64-264	2.0	1117.311817796382	4.0	790.3295644002376	14.608450614818237
65-265	2.0	1131.9772877599862	4.0	796.4404807742683	14.584411424639416
66-266	2.0	1114.2408457104932	4.0	789.878441839479	14.803604090784837
67-267	2.0	1112.7109976686838	4.0	792.2129088137838	14.654067912530344
68-268	2.0	1118.0099122386814	4.0	796.6299914537119	14.52847543753413
69-269	2.0	1125.1737377713816	4.0	800.9138933524556	14.89029155139352
70-270	2.0	1091.747575699002	4.0	775.0077147276926	14.989498548334412
71-271	2.0	1034.6029794551423	4.0	726.9251219821455	16.003728994219088
72-272	2.0	932.5190307910889	4.0	639.0054306922493	16.371881775530763
73-273	2.0	797.8921181653493	4.0	522.5887748270699	16.67695674094556
74-274	2.0	629.6283684119024	13.0	467.7674384425961	15.417589130218568
75-275	2.0	567.8578405521906	13.0	526.834400702864	14.051316704486426
76-276	2.0	581.0858513368279	13.0	514.4683718653539	14.211445470675985
77-277	2.0	578.4690486028248	13.0	520.1188794732085	14.049972141979197
78-278	2.0	622.7258400557855	13.0	488.8458685486446	15.423073266904987
79-279	2.0	641.9474786557934	13.0	515.2128719620854	14.983759408460797
80-280	2.0	559.1062509412908	13.0	534.8346261471871	14.124308031274577
81-281	2.0	520.7114395927281	13.0	514.1875040727614	14.012942555550245
82-282	2.0	590.941754616227	13.0	570.9592534675251	13.148437478834797
83-283	2.0	542.3380935061922	13.0	525.3682529312889	14.201962719137073
84-284	2.0	345.8654379414376	13.0	330.30080250437913	18.22568018940561
85-285	2.0	291.59261058915456	17.0	282.19472847023184	17.510284915964167
86-286	2.0	300.41383369549135	13.0	285.727532080216	17.522935108272197
87-287	2.0	326.9540848110232	13.0	289.7526188039292	18.82430662554961
88-288	2.0	324.38990231403574	13.0	280.99877314527834	18.821862359395734
89-289	2.0	307.6762784401222	13.0	285.33658042185033	17.50831820630124
90-290	2.0	307.2338703061969	13.0	285.487377320568	17.538347175623382
91-291	2.0	308.54171245608563	13.0	283.8577819226605	17.545167019368034
92-292	2.0	321.50851638682747	17.0	282.6929997243441	18.374734349317944
93-293	2.0	324.4633464121163	17.0	290.2723211188824	18.135512185951274
94-294	2.0	345.56780861572287	17.0	320.71584578289105	18.77690091560312
95-295	2.0	376.067809742421	17.0	351.9254443960559	18.69061907380797
96-296	2.0	423.15070485748873	15.0	342.38972633487583	17.44476791527138
97-297	2.0	444.8166563123891	15.0	352.96060960326287	17.084064841994206
98-298	2.0	407.14834043111716	17.0	344.5861549183508	19.716244614483294
99-299	2.0	421.41694207610146	17.0	313.17922433076814	18.331664337157747
100-300	2.0	417.77298386453464	17.0	332.14960747270965	18.113300771186253
101-301	2.0	391.26698681878145	17.0	365.58950806724454	18.719945134071903
102-302	2.0	389.5119869321161	17.0	365.70422492416094	18.703363533204598
103-303	2.0	389.9901124721422	17.0	366.21662147843904	18.700846616034763
104-304	2.0	393.65348114698827	17.0	377.70093235679735	18.96083377159232
105-305	17.0	413.81640367372034	2.0	402.7321817872383	19.547437872293063
106-306	17.0	426.0097091622872	2.0	405.6294541948236	19.103339450377472
107-307	17.0	444.7684380152336	2.0	411.56200412516483	18.87789556216735
108-308	17.0	459.41787584440357	2.0	423.2289075731185	19.86750141190621
109-309	17.0	448.74007391629186	2.0	439.7533054361527	17.655116550550595
110-310	15.0	461.00854590886405	2.0	452.0962061867565	17.238596540644775
111-311	15.0	465.60518831054196	2.0	458.8839067606762	17.031208487170925
112-312	15.0	464.93444525646987	2.0	461.2967958694085	16.658358620931843
113-313	15.0	467.27143278115096	2.0	457.0230608354748	17.075739531595865
114-314	2.0	459.55231657475275	15.0	453.66487061638315	17.38426644064951
115-315	2.0	460.7978628534649	15.0	440.9642314295022	17.312635009472018
116-316	2.0	459.851789875296	15.0	447.566161416536	17.23521722237289
117-317	2.0	460.38512838882673	15.0	436.8913847962854	17.23373703692647
118-318	2.0	461.70126952238996	17.0	459.6710090184253	17.743075641712288
119-319	17.0	481.7487959627264	15.0	439.09293654888967	17.502935836964415
120-320	17.0	494.5801415346635	15.0	467.89166203758913	18.007204881063533
121-321	15.0	552.8590990083906	17.0	466.00742277612926	18.19884940321126
122-322	15.0	581.3566279460475	17.0	429.48419182071785	17.77892885081807
123-323	15.0	574.999835811747	17.0	435.9653354999343	17.570837206949086
124-324	15.0	594.6628988531198	17.0	388.20953038524743	17.813915282149175
125-325	15.0	591.389904536112	3.0	497.4752233188783	17.935104508909482
126-326	15.0	582.9016278803069	3.0	502.1150522463282	17.137793932738543
127-327	15.0	591.0609952080056	3.0	493.19210216906197	17.738471117297216
128-328	15.0	590.2046789599807	3.0	493.19328171118605	17.725394575251972
129-329	15.0	570.4365020574497	3.0	498.27979423668944	18.118089605574394
130-330	15.0	545.9236904597828	3.0	505.4947778098138	18.293026058555952
131-331	15.0	549.0637198289653	3.0	504.22861505938556	17.975211326108457
132-332	15.0	549.3303438636297	3.0	506.86831394811657	18.119676310065795
133-333	15.0	582.310901227797	3.0	510.3581020772815	18.80538370466259
134-334	15.0	627.729243562343	3.0	511.5640901828826	18.26293971417285
135-335	15.0	650.4519194373582	3.0	511.1189691147486	18.190671188457785
136-336	15.0	669.1257061040698	3.0	510.97982429100523	18.44068469455814
137-337	15.0	691.24617290592	3.0	509.18166174898835	18.602864611965355
138-338	15.0	690.7783704126143	3.0	507.04932241325827	18.236376298361712
139-339	15.0	684.8770807968162	3.0	503.6093750373276	18.289787391985683
140-340	15.0	659.5232977253967	3.0	498.65535882341425	18.895741943883884
141-341	15.0	649.2867178992858	3.0	496.3611551014521	18.183743410435113
142-342	15.0	616.1014002144948	3.0	489.62000343447374	18.178950680953722
143-343	15.0	571.4511157338336	3.0	478.37607460495997	18.672067248756026
144-344	15.0	545.692955160033	17.0	433.6142027266686	17.3314683982942
145-345	15.0	559.2214817325986	17.0	419.61226182637137	18.425957160980808
146-346	15.0	588.5305494449173	6.0	371.54069538764566	16.322862367388236
147-347	15.0	639.1362273473982	6.0	399.4950414330279	16.733683996948404
148-348	15.0	671.4433622256629	6.0	411.5474599474722	16.294680261605883
149-349	15.0	693.0866652932021	6.0	419.2173456381006	16.120358045896303
150-350	15.0	709.6421880398548	6.0	425.246504850464	16.14135084903199
151-351	15.0	716.8392400613375	6.0	429.16155437946003	16.041214470958344
152-352	15.0	708.4195386329424	6.0	428.1696848529967	16.10742404331894
153-353	15.0	690.5134845675115	6.0	424.4851843281102	16.132532189320763
154-354	15.0	656.3227727146764	6.0	416.19799710669975	16.64646135679935
155-355	15.0	605.2140936404603	17.0	405.6900315262656	17.015300090194284
156-356	15.0	562.9571725510225	17.0	419.7780171145813	16.347216477501444
157-357	15.0	551.3390670905549	5.0	376.07211535014454	16.05541983014841
158-358	15.0	550.9051936833138	5.0	369.74944898039956	16.26198106054256
159-359	15.0	568.9246111524989	5.0	357.91310193729953	16.373086925803545
160-360	15.0	594.2281882483685	5.0	346.59680555321637	16.453787580838995
161-361	15.0	635.49724850494	11.0	368.4241053300754	16.378132452937834
162-362	15.0	679.0068206338648	11.0	385.23734158678525	16.877450773136104
163-363	15.0	701.0784119430397	11.0	388.45843943051847	16.50870412819129
164-364	15.0	707.9974734909914	11.0	382.170785203047	16.693389833255374
165-365	15.0	703.3898704946811	11.0	368.59985141876217	16.75138969362299
166-366	15.0	685.9040996310276	17.0	378.32891815794704	16.71914273395426
167-367	15.0	652.4462923617053	17.0	406.224877077876	17.631158937608124
168-368	15.0	586.422305068115	17.0	429.289238347475	17.3119383826169
169-369	15.0	544.3885778621631	4.0	352.6524681861122	17.206792568754494
170-370	15.0	535.5984670741931	4.0	353.79370635365257	16.607486858112257
171-371	15.0	533.0193276275152	4.0	355.67355384726784	16.661627874854855
172-372	15.0	541.0436704602955	4.0	357.53403875047667	16.67476094024835
173-373	15.0	564.0154045178209	4.0	356.29982908465496	16.401985723551594
174-374	15.0	562.1995254961787	4.0	356.9849714019418	16.296398623003697
175-375	15.0	579.1512289807288	4.0	353.57216604856006	16.33207120367398
176-376	15.0	605.7150987995265	4.0	349.6363116537041	16.93795817023533
177-377	15.0	611.3979661159227	4.0	339.62077044560164	17.256483192962662
178-378	15.0	623.4191700976918	17.0	445.8445475207819	15.794328151319808
179-379	15.0	599.0768026120734	17.0	485.85753867050704	16.43935231023763
180-380	15.0	576.5694547362276	17.0	485.3544369590958	15.67783782965211
181-381	15.0	550.3596274000141	17.0	482.6758610932502	15.633829080678533
182-382	15.0	514.1427482094057	17.0	464.13344084854737	15.59540964626049
183-383	15.0	490.522313156725	6.0	371.9723010671286	15.311716524175939
184-384	16.0	504.24338212743953	6.0	378.02361854751945	15.585010447226285
185-385	16.0	512.0075502574801	6.0	382.8309609794198	15.522685857428963
186-386	15.0	503.3036053857678	6.0	385.335161312728	15.77153098072174
187-387	15.0	548.1177671518456	6.0	383.73260357143124	15.968685078148823
188-388	15.0	645.3934121445164	17.0	442.1167900282398	15.985788542272537
189-389	15.0	670.7224637421492	17.0	482.83648837832163	15.728896656599659
190-390	15.0	641.6533202894358	17.0	448.7868231862301	15.50029710902859
191-391	15.0	648.5548753859068	17.0	467.94295509146264	15.69981389116412
192-392	15.0	639.0720874562231	17.0	471.2738023120363	15.75347015029611
193-393	15.0	615.6534388985659	17.0	459.57920063299076	15.718796276416844
194-394	15.0	578.0330099945924	17.0	430.3953932079765	16.09477981412956
195-395	15.0	547.5040597901275	5.0	427.67029229766655	15.58739245793196
196-396	15.0	502.100293799423	5.0	427.17416227783923	16.21379011337349
197-397	16.0	529.3570036348798	5.0	425.7235219473566	16.12711183599378
198-398	16.0	528.2206020709104	5.0	420.79663423449074	16.126043281420184
199-399	16.0	516.0031912620373	5.0	415.6714366009504	15.898008341844651
200-400	15.0	514.4802200237212	5.0	407.462761374228	16.053594333347

Datafile was generated by 'SpermQ_', (© 2016 - 2021: Jan N Hansen (jan.hansen@uni-bonn.de.de) & Jan F Jikeli (jan.jikeli@caesar.de))
The plug-in 'SpermQ_' is distributed in the hope that it will be useful, but WITHOUT ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.
Skeleton results are generated using the ImageJ plug-ins 'skeletonize' and 'analyze skeleton' by: Ignacio Arganda-Carreras, Rodrigo Fernandez-Gonzalez, Arrate Munoz-Barrutia, Carlos Ortiz-De-Solorzano, '3D reconstruction of histological sections: Application to mammary gland tissue', Microscopy Research and Technique, Volume 73, Issue 11, pages 1019-1029, October 2010.
Plug-in version:	v0.2.2
